product_id;product_name;product_price;product_price_new;product_color;product_fit;product_size;product_materials;product_composition;data_scrapy
1013317006.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Black;Regular fit;"The model is 187cm/6'2"" and wears a size L";Shell: Recycled polyester 20%, Recycled cotton 20%;CompositionCotton 79%, Polyester 20%, Spandex 1%;05/04/2022 20:26
1013317008.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Dark blue;Regular fit;"The model is 187cm/6'2"" and wears a size M";Shell: Recycled polyester 21%, Recycled cotton 20%;CompositionCotton 77%, Polyester 21%, Spandex 2%;05/04/2022 20:26
1013317010.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Black;Regular fit;"The model is 187cm/6'2"" and wears a size M";Shell: Recycled cotton 20%, Recycled polyester 19%;CompositionCotton 80%, Polyester 19%, Spandex 1%;05/04/2022 20:26
938875001.0;Slim Tapered Jeans;$89.99;$29.99;Light denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/30";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875002.0;Slim Tapered Jeans;$119.99;NaN;White;Slim fit;;Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
938875007.0;Slim Tapered Jeans;$119.99;NaN;Black;Slim fit;;Shell: Recycled cotton 21%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875008.0;Slim Tapered Jeans;$89.99;NaN;Denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875010.0;Slim Tapered Jeans;$119.99;NaN;Light blue;Slim fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
;Slim Tapered Jeans;$119.99;NaN;Denim blue;Slim fit;"The model is 185cm/6'1"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
938875013.0;Slim Tapered Jeans;$119.99;NaN;Pale denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;;05/04/2022 20:26
979945001.0;Loose Jeans;$39.99;NaN;Light denim blue;Loose fit;"The model is 180cm/5'11"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
979945002.0;Loose Jeans;$39.99;NaN;Denim blue;Loose fit;;;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
979945003.0;Loose Jeans;$39.99;NaN;Black;Loose fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
979945009.0;Loose Jeans;$39.99;NaN;Light gray;Loose fit;;Lining: Recycled polyester 65%, Recycled cotton 10%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
979945001.0;Loose Jeans;$39.99;NaN;Light denim blue;Loose fit;"The model is 180cm/5'11"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
979945002.0;Loose Jeans;$39.99;NaN;Denim blue;Loose fit;;Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
979945003.0;Loose Jeans;$39.99;NaN;Black;Loose fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
979945009.0;Loose Jeans;$39.99;NaN;Light gray;Loose fit;;Lining: Recycled polyester 65%, Recycled cotton 10%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
1008110001.0;Freefit® Slim Jeans;$49.99;NaN;Dark denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 33/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 90%, Elastomultiester 8%, Spandex 2%Pocket lining: Polyester 80%, Cotton 20%;05/04/2022 20:26
1008110002.0;Freefit® Slim Jeans;$49.99;NaN;Black/No fade black;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Shell: Cotton 90%, Elastomultiester 8%, Spandex 2%;05/04/2022 20:26
1008110003.0;Freefit® Slim Jeans;$49.99;NaN;Light denim blue;Slim fit;"The model is 188cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
1008110005.0;Freefit® Slim Jeans;$49.99;NaN;Light denim blue;Slim fit;"The model is 188cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 18%, Recycled polyester 4%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
1008110006.0;Freefit® Slim Jeans;$49.99;NaN;Denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
1008549001.0;Regular Jeans;$46.99;NaN;Light denim blue;Regular fit;;Lining: Recycled polyester 65%, Recycled cotton 10%;CompositionShell: Cotton 98%, Spandex 2%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
1008549002.0;Regular Jeans;$46.99;$19.99;Denim blue;Regular fit;"The model is 185cm/6'1"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
1008549003.0;Regular Jeans;$46.99;NaN;Dark gray;Regular fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
1008549004.0;Regular Jeans;$46.99;NaN;Dark blue;Regular fit;"The model is 180cm/5'11"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Polyester 63%, Cotton 37%;05/04/2022 20:26
1008549006.0;Regular Jeans;$46.99;$19.99;Black;Regular fit;"The model is 188cm/6'2"" and wears a size 31/30";Shell: Recycled cotton 20%;CompositionPocket: Cotton 100%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
1008549008.0;Regular Jeans;$46.99;NaN;Light denim blue;Regular fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
985159001.0;Skinny Jeans;$19.99;NaN;Black;Skinny fit;"The model is 187cm/6'2"" and wears a size 32/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
985159002.0;Skinny Jeans;$19.99;NaN;Denim blue;Skinny fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
985159004.0;Skinny Jeans;$19.99;NaN;Light denim blue;Skinny fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
985159005.0;Skinny Jeans;$19.99;NaN;Dark blue;Skinny fit;"The model is 189cm/6'2"" and wears a size 32/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
985159006.0;Skinny Jeans;$19.99;NaN;Dark denim blue;Skinny fit;"The model is 185cm/6'1"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
985159007.0;Skinny Jeans;$19.99;NaN;Denim blue;Skinny fit;"The model is 187cm/6'2"" and wears a size 32/32";Lining: Recycled polyester 65%, Recycled cotton 10%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
985159008.0;Skinny Jeans;$19.99;NaN;Dark gray;Skinny fit;"The model is 182cm/6'0"" and wears a size 33/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
985197001.0;Slim Jeans;$29.99;NaN;Black;Slim fit;"The model is 189cm/6'2"" and wears a size 32/32";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Shell: Cotton 98%, Spandex 2%;05/04/2022 20:26
985197002.0;Slim Jeans;$11.99;NaN;Midnight blue;Slim fit;"The model is 182cm/6'0"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
985197003.0;Slim Jeans;$29.99;NaN;Denim blue;Slim fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
985197004.0;Slim Jeans;$29.99;NaN;Dark denim blue;Slim fit;;;CompositionPocket lining: Cotton 100%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
985197005.0;Slim Jeans;$23.99;NaN;Dark denim blue;Slim fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
985197006.0;Slim Jeans;$29.99;NaN;Light denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
985197007.0;Slim Jeans;$23.99;NaN;Dark gray;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Lining: Recycled polyester 65%, Recycled cotton 10%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 99%, Spandex 1%;05/04/2022 20:26
938875001.0;Slim Tapered Jeans;$89.99;$29.99;Light denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/30";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875002.0;Slim Tapered Jeans;$119.99;NaN;White;Slim fit;;Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
938875007.0;Slim Tapered Jeans;$119.99;NaN;Black;Slim fit;;Shell: Recycled cotton 21%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875008.0;Slim Tapered Jeans;$89.99;NaN;Denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875010.0;Slim Tapered Jeans;$119.99;NaN;Light blue;Slim fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875012.0;Slim Tapered Jeans;$119.99;NaN;Denim blue;Slim fit;"The model is 185cm/6'1"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
938875013.0;Slim Tapered Jeans;$119.99;NaN;Pale denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
979945001.0;Loose Jeans;$39.99;NaN;Light denim blue;Loose fit;"The model is 180cm/5'11"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
979945002.0;Loose Jeans;$39.99;NaN;Denim blue;Loose fit;;Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
979945003.0;Loose Jeans;$39.99;NaN;Black;Loose fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
979945009.0;Loose Jeans;$39.99;NaN;Light gray;Loose fit;;Lining: Recycled polyester 65%, Recycled cotton 10%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
1018704001.0;Relaxed Pull-on Jeans;$24.99;NaN;Light denim blue;Relaxed fit;"The model is 180cm/5'11"" and wears a size M";Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
1018704002.0;Relaxed Pull-on Jeans;$24.99;NaN;Denim blue;Relaxed fit;;Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
1018704003.0;Relaxed Pull-on Jeans;$24.99;NaN;Black;Relaxed fit;"The model is 187cm/6'2"" and wears a size L";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
1013317001.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Light denim blue;Regular fit;;Shell: Recycled polyester 21%, Recycled cotton 20%;CompositionCotton 77%, Polyester 21%, Spandex 2%;05/04/2022 20:26
1013317002.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Denim blue;Regular fit;;Shell: Recycled polyester 21%, Recycled cotton 19%;CompositionCotton 78%, Polyester 21%, Spandex 1%;05/04/2022 20:26
1013317005.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Dark gray;;"The model is 188cm/6'2"" and wears a size M";Recycled cotton 20%;CompositionCotton 79%, Polyester 19%, Spandex 2%;05/04/2022 20:26
1013317006.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Black;Regular fit;"The model is 187cm/6'2"" and wears a size L";Shell: Recycled polyester 20%, Recycled cotton 20%;CompositionCotton 79%, Polyester 20%, Spandex 1%;05/04/2022 20:26
1013317008.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Dark blue;Regular fit;"The model is 187cm/6'2"" and wears a size M";Shell: Recycled polyester 21%, Recycled cotton 20%;CompositionCotton 77%, Polyester 21%, Spandex 2%;05/04/2022 20:26
1013317010.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Black;Regular fit;"The model is 187cm/6'2"" and wears a size M";Shell: Recycled cotton 20%, Recycled polyester 19%;CompositionCotton 80%, Polyester 19%, Spandex 1%;05/04/2022 20:26
751994009.0;Slim Jeans;$26.99;$17.99;Dark blue denim;Slim fit;;;CompositionCotton 98%, Spandex 2%;05/04/2022 20:26
751994014.0;Slim Jeans;$26.99;NaN;Light gray;Slim fit;;Shell: Recycled cotton 20%;CompositionCotton 98%, Spandex 2%;05/04/2022 20:26
751994018.0;Slim Jeans;$31.99;NaN;Denim blue;Slim fit;;Shell: Recycled cotton 20%;CompositionCotton 98%, Spandex 2%;05/04/2022 20:26
751994024.0;Slim Jeans;$44.99;NaN;Black denim;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";;CompositionCotton 98%, Spandex 2%;05/04/2022 20:26
751994031.0;Slim Jeans;$22.49;$14.99;Light blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 5%;CompositionCotton 99%, Spandex 1%;05/04/2022 20:26
751994034.0;Slim Jeans;$31.99;NaN;Dark blue;Slim fit;"The model is 189cm/6'2"" and wears a size 32/32";Recycled cotton 20%;CompositionCotton 99%, Spandex 1%;05/04/2022 20:26
1027852002.0;Relaxed Denim Joggers;$29.99;NaN;Dark gray;Relaxed fit;"The model is 187cm/6'2"" and wears a size L";Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Cotton 100%;05/04/2022 20:26
1027852007.0;Relaxed Denim Joggers;$29.99;NaN;Denim blue;Relaxed fit;"The model is 185cm/6'1"" and wears a size M";Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Cotton 100%;05/04/2022 20:26
974597001.0;Slim Tapered Jeans;$89.99;NaN;Denim blue;Slim fit;"The model is 186cm/6'1"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
974597002.0;Slim Tapered Jeans;$89.99;NaN;Denim blue;Slim fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
974597003.0;Slim Tapered Jeans;$68.99;NaN;Black;Slim fit;;Shell: Recycled cotton 21%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 98%, Spandex 2%;05/04/2022 20:26
974597006.0;Slim Tapered Jeans;$89.99;NaN;Dark gray;Slim fit;;Recycled cotton 20%;CompositionShell: Cotton 98%, Spandex 2%Pocket lining: Cotton 100%;05/04/2022 20:26
1008110001.0;Freefit® Slim Jeans;$49.99;NaN;Dark denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 33/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 90%, Elastomultiester 8%, Spandex 2%Pocket lining: Polyester 80%, Cotton 20%;05/04/2022 20:26
1008110002.0;Freefit® Slim Jeans;$49.99;NaN;Black/No fade black;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Shell: Cotton 90%, Elastomultiester 8%, Spandex 2%;05/04/2022 20:26
1008110003.0;Freefit® Slim Jeans;$49.99;NaN;Light denim blue;Slim fit;"The model is 188cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
1008110005.0;Freefit® Slim Jeans;$49.99;NaN;Light denim blue;Slim fit;"The model is 188cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 18%, Recycled polyester 4%;;05/04/2022 20:26
1008110006.0;Freefit® Slim Jeans;$49.99;NaN;Denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
1013317001.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Light denim blue;Regular fit;;Shell: Recycled polyester 21%, Recycled cotton 20%;CompositionCotton 77%, Polyester 21%, Spandex 2%;05/04/2022 20:26
1013317002.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Denim blue;Regular fit;;Shell: Recycled polyester 21%, Recycled cotton 19%;CompositionCotton 78%, Polyester 21%, Spandex 1%;05/04/2022 20:26
1013317005.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Dark gray;Regular fit;"The model is 188cm/6'2"" and wears a size M";Recycled cotton 20%;CompositionCotton 79%, Polyester 19%, Spandex 2%;05/04/2022 20:26
1013317006.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Black;Regular fit;"The model is 187cm/6'2"" and wears a size L";Shell: Recycled polyester 20%, Recycled cotton 20%;CompositionCotton 79%, Polyester 20%, Spandex 1%;05/04/2022 20:26
1013317008.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Dark blue;Regular fit;"The model is 187cm/6'2"" and wears a size M";Shell: Recycled polyester 21%, Recycled cotton 20%;CompositionCotton 77%, Polyester 21%, Spandex 2%;05/04/2022 20:26
1013317010.0;Hybrid Regular Tapered Joggers;$39.99;NaN;Black;Regular fit;"The model is 187cm/6'2"" and wears a size M";Shell: Recycled cotton 20%, Recycled polyester 19%;CompositionCotton 80%, Polyester 19%, Spandex 1%;05/04/2022 20:26
938875001.0;Slim Tapered Jeans;$89.99;$29.99;Light denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/30";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875002.0;Slim Tapered Jeans;$119.99;NaN;White;Slim fit;;Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
938875007.0;Slim Tapered Jeans;$119.99;NaN;Black;Slim fit;;Shell: Recycled cotton 21%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875008.0;Slim Tapered Jeans;$89.99;NaN;Denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875010.0;Slim Tapered Jeans;$119.99;NaN;Light blue;Slim fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Cotton 99%, Spandex 1%;05/04/2022 20:26
938875012.0;Slim Tapered Jeans;$119.99;NaN;Denim blue;Slim fit;"The model is 185cm/6'1"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
938875013.0;Slim Tapered Jeans;$119.99;NaN;Pale denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
875105001.0;Relaxed Jeans;$30.99;$22.99;Denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105002.0;Relaxed Jeans;$53.99;NaN;Black;Relaxed fit;"The model is 187cm/6'2"" and wears a size 32/32";Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105003.0;Relaxed Jeans;$53.99;NaN;Light denim blue;Relaxed fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105009.0;Relaxed Jeans;$53.99;NaN;Dark denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
875105011.0;Relaxed Jeans;$30.99;NaN;Light denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
875105015.0;Relaxed Jeans;$30.99;NaN;Light denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105016.0;Relaxed Jeans;$53.99;$39.99;Denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
811993003.0;Regular Jeans;$48.99;$20.99;Dark denim blue;Regular fit;;Shell: Recycled cotton 20%;CompositionCotton 98%, Spandex 2%;05/04/2022 20:26
811993007.0;Regular Jeans;$53.99;NaN;Light denim blue;Regular fit;;Shell: Recycled cotton 20%;CompositionCotton 98%, Spandex 2%;05/04/2022 20:26
811993021.0;Regular Jeans;$53.99;$22.99;Black;Regular fit;;Shell: Recycled cotton 21%;CompositionCotton 98%, Spandex 2%;05/04/2022 20:26
811993024.0;Regular Jeans;$41.99;$17.99;Denim blue;Regular fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 99%, Spandex 1%Pocket lining: Cotton 100%;05/04/2022 20:26
811993028.0;Regular Jeans;$48.99;$20.99;Denim blue;Regular fit;;Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%;05/04/2022 20:26
811993034.0;Regular Jeans;$69.99;NaN;Pale denim blue;Regular fit;;Shell: Organic cotton 95%;CompositionCotton 99%, Spandex 1%;05/04/2022 20:26
811993036.0;Regular Jeans;$69.99;NaN;Blue;Regular fit;;Shell: Recycled cotton 20%;CompositionCotton 99%, Spandex 1%;05/04/2022 20:26
875105001.0;Relaxed Jeans;$30.99;$22.99;Denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105002.0;Relaxed Jeans;$53.99;NaN;Black;Relaxed fit;"The model is 187cm/6'2"" and wears a size 32/32";Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105003.0;Relaxed Jeans;$53.99;NaN;Light denim blue;Relaxed fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105009.0;Relaxed Jeans;$53.99;NaN;Dark denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
875105011.0;Relaxed Jeans;$30.99;NaN;Light denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
875105015.0;Relaxed Jeans;$30.99;NaN;Light denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105016.0;Relaxed Jeans;$53.99;$39.99;Denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionShell: Cotton 100%Pocket lining: Polyester 65%, Cotton 35%;05/04/2022 20:26
1008110001.0;Freefit® Slim Jeans;$49.99;NaN;Dark denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 33/32";Shell: Recycled cotton 20%;CompositionShell: Cotton 90%, Elastomultiester 8%, Spandex 2%Pocket lining: Polyester 80%, Cotton 20%;05/04/2022 20:26
1008110002.0;Freefit® Slim Jeans;$49.99;NaN;Black/No fade black;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Cotton 100%Shell: Cotton 90%, Elastomultiester 8%, Spandex 2%;05/04/2022 20:26
1008110003.0;Freefit® Slim Jeans;$49.99;NaN;Light denim blue;Slim fit;"The model is 188cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
1008110005.0;Freefit® Slim Jeans;$49.99;NaN;Light denim blue;Slim fit;"The model is 188cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 18%, Recycled polyester 4%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
1008110006.0;Freefit® Slim Jeans;$49.99;NaN;Denim blue;Slim fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 80%, Cotton 20%Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%;05/04/2022 20:26
427159006.0;Trashed Skinny Jeans;$39.99;NaN;Light denim blue;Skinny fit;"The model is 184cm/6'0"" and wears a size 31/32";;CompositionCotton 93%, Polyester 6%, Spandex 1%;05/04/2022 20:26
875105001.0;Relaxed Jeans;$30.99;$22.99;Denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105002.0;Relaxed Jeans;$53.99;NaN;Black;Relaxed fit;"The model is 187cm/6'2"" and wears a size 32/32";Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105003.0;Relaxed Jeans;$53.99;NaN;Light denim blue;Relaxed fit;"The model is 187cm/6'2"" and wears a size 31/32";Shell: Recycled cotton 20%;CompositionCotton 100%;05/04/2022 20:26
875105009.0;Relaxed Jeans;$53.99;NaN;Dark denim blue;Relaxed fit;;Shell: Recycled cotton 20%;CompositionPocket lining: Polyester 65%, Cotton 35%Shell: Cotton 100%;05/04/2022 20:26
